countyID,mean,median,2.50%,97.50%
306,199.9868645,191.3489951,111.9202982,337.2161317
307,47.23978054,41.97713968,29.77951621,98.93628376
308,2758.789288,2671.243619,1611.458204,4394.391843
309,353.4258106,317.1903965,141.4607121,772.5217181
310,,,,
311,,,,
312,,,,
313,,,,
314,,,,
315,,,,
316,,,,
317,,,,
318,,,,
319,1938.739707,1858.212476,977.5546676,3361.792075
320,8178.305834,8057.493783,5696.346041,11351.44537
321,14465.24822,14242.20762,10013.38671,20160.21547
322,21959.21843,21700.01274,15928.71963,29429.44372
323,3938.946372,3794.663638,2233.54287,6445.112932
324,568.7561012,502.1708013,262.6507542,1265.753557
325,2330.923206,2251.154304,1336.142186,3786.546594
326,927.6900559,836.0650392,421.2446089,1964.290902
327,9005.811857,8713.726612,5254.493892,14386.19964
328,46676.77172,46141.09691,33905.41954,62248.27776
329,166.2947156,143.6707088,98.41389173,384.5368564
330,2352.196595,2268.423352,1344.345778,3830.2461
331,2497.148445,2401.528156,1392.048957,4144.3596
332,2787.443171,2732.35001,1907.324834,3977.455578
333,4798.07864,4638.241738,2789.497193,7693.407462
334,2161.311036,2039.642513,1151.142096,3869.986999
335,611.2422768,573.5225955,358.3350173,1088.628581
336,228.8573054,196.2797753,127.7421817,533.6715318
337,12407.47143,12259.46603,8999.789978,16626.07988
338,4874.288328,4711.861577,2820.785591,7839.372845
339,1572.039578,1504.710163,861.0463791,2667.388196
340,200.350414,184.4625674,115.3194518,379.7854022
341,449.3628818,421.4981962,228.8984501,835.3505274
342,288.0463814,270.6796365,142.9490665,535.9837962
343,400.3067934,340.5841485,160.7745147,989.421312
344,325.9195335,290.3096488,165.1513446,692.9917143
345,405.9716172,351.3171403,170.4393522,961.6335297
346,224.3617232,211.9688793,155.6661664,359.5777478
347,1221.419899,1144.826457,639.2886831,2248.410621
348,3659.251089,3599.660842,2528.751439,5133.505179
349,1434.637832,1366.567248,765.5320922,2490.845848
350,18477.45181,18274.52359,13494.37352,24620.26905
351,409.0359224,373.9001276,212.3396817,811.896142
352,2128.093614,2049.216836,1214.003738,3474.233173
353,973.0696401,936.5131001,598.5683379,1562.79508
354,179.2623686,162.2715886,83.26749837,376.5612787
355,204.6061892,149.4602697,77.09773204,668.0064321
356,6226.36759,6138.785125,4376.06017,8579.402535
357,11512.26729,11154.12797,6778.736869,18257.35048
358,4343.732498,4199.65022,2507.930095,6999.816797
359,369.4211615,350.3494285,200.2024267,648.8459895
360,189.6950319,150.7587005,75.65754283,542.1061711
361,183.9416549,166.0707239,116.7757822,370.3624224
362,6348.198637,6139.986548,3693.922608,10154.71601
363,5422.104176,5236.667576,3097.573896,8815.3463
364,1859.016173,1794.113362,1063.255552,3024.392786
365,32927.93262,32562.85084,24089.94383,43748.61356
366,3637.200791,3556.141623,2332.424757,5399.123986
367,1341.485131,1305.088162,872.4776856,2019.838082
368,2097.462423,2025.147293,1213.683925,3382.277295
369,1907.754694,1795.601043,972.0699056,3491.047953
370,20297.08819,20049.79871,14754.33872,27168.53469
371,6948.776343,6833.944215,4786.577547,9776.282263
372,25904.49147,25609.83109,18721.62409,34780.31407
373,8403.164633,8296.699073,5991.520324,11407.69545
374,18140.90433,17932.17118,13167.00532,24321.40839
375,9525.964264,9219.498727,5585.065233,15156.15131
376,1470.788717,1391.988026,840.5435771,2547.196591
377,3729.412137,3659.523597,2553.281552,5300.83636
378,4610.059002,4426.891128,2556.103396,7706.479466
379,2037.357135,1964.67345,1160.241808,3332.112659
380,7865.644205,7605.764293,4580.935237,12574.87918
381,8535.590011,8420.057793,6041.434673,11661.58628
382,1651.558623,1589.528703,937.2232864,2709.179492
383,839.5730439,784.0191479,466.6835985,1535.784208
384,686.6434908,614.3585342,308.7095868,1493.908956
385,463.3471726,388.2740602,194.5545164,1184.709921
386,8074.233849,7788.426196,4601.541521,13156.47414
387,416.7860386,383.4980823,201.7652555,824.8500531
388,1288.115168,1230.141132,689.6793065,2211.091771
389,276.0587485,260.9669738,145.1112326,495.4064279
390,248.5967224,227.4247617,139.4485478,483.4784018
391,150.3685091,128.0279928,67.4449172,368.098654
392,125.3060242,111.1015678,70.33092775,266.4220392
393,21.04564169,20.74909069,14.39806284,29.33387242
394,504.3442262,476.0955064,322.4155632,861.4378953
395,215.2435414,200.3748103,132.1570298,389.7699288
396,1004.722997,984.19067,680.6470264,1445.415888
397,1384.711205,1349.165283,910.1015027,2062.973291
398,122.1842478,117.5472497,86.01013521,179.1727128
399,238.915602,222.8962835,140.6879956,430.7498781
400,1292.848866,1244.370403,735.9084501,2125.398421
401,92.1595967,91.10403866,67.57969523,122.8923051
402,96.7034542,93.79112116,57.14705472,152.5027917
403,128.6373628,119.6802893,66.70208845,244.1016473
404,239.0603013,228.6606387,137.5147117,398.5996322
405,1411.292163,1356.433405,861.0189677,2270.27308
406,207.3635036,191.9510325,104.3696826,401.7236378
407,782.7989875,747.0284533,438.571279,1334.808644
408,57.21681198,56.60130385,41.90115089,76.15436688
